problem_set,question_id,time_segment,text,startTimestamp,endTimestamp,speaker,speaker_#,actual_segment,pred_segment,actual_question_id,pred_question_id
491.0,,1.0,"Alright. Hey, everyone.",2023-03-03T17:16:10.610-08:00,2023-03-03T17:16:12.360-08:00,tutor,tutor,1,,,
,,,alright.,2023-03-03T17:16:20.240-08:00,2023-03-03T17:16:21.020-08:00,tutor,tutor,1,,,
,,,"Welcome to week, 4 day one.",2023-03-03T17:16:23.680-08:00,2023-03-03T17:16:28.150-08:00,tutor,tutor,1,,,
,,,So our second to last day of our session. So,2023-03-03T17:16:29.820-08:00,2023-03-03T17:16:35.190-08:00,tutor,tutor,1,,,
,,,today what we're going to be doing is,2023-03-03T17:16:37.520-08:00,2023-03-03T17:16:39.850-08:00,tutor,tutor,1,,,
,,,pretty similar to the past few weeks.,2023-03-03T17:16:39.960-08:00,2023-03-03T17:16:43.030-08:00,tutor,tutor,1,,,
,,,It's just like a a calculated test and targeted practice.,2023-03-03T17:16:43.500-08:00,2023-03-03T17:16:48.090-08:00,tutor,tutor,1,,,
,,,But first we have our like intra question.,2023-03-03T17:16:48.280-08:00,2023-03-03T17:16:51.590-08:00,tutor,tutor,1,,,
,,,"So what is the subject topic that deeply interests you for me? Of course it's. One topic is math, but also I like",2023-03-03T17:16:51.770-08:00,2023-03-03T17:17:02.650-08:00,tutor,tutor,1,,,
,,,in high school and middle school. I like Spanish a lot. But yeah.,2023-03-03T17:17:02.820-08:00,2023-03-03T17:17:09.200-08:00,tutor,tutor,1,,,
,,,I'll just calling people. And you guys can go and hit head and answer. So,2023-03-03T17:17:09.410-08:00,2023-03-03T17:17:15.060-08:00,tutor,tutor,1,,,
,,,"alien, what is a subject or topic to interest you.",2023-03-03T17:17:15.190-08:00,2023-03-03T17:17:19.060-08:00,tutor,tutor,1,,,
,,,"Currently, I would say.",2023-03-03T17:17:24.770-08:00,2023-03-03T17:17:26.710-08:00,student,student A,1,,,
,,,what was it? Sorry I didn't.,2023-03-03T17:17:29.310-08:00,2023-03-03T17:17:31.280-08:00,tutor,tutor,1,,,
,,,Yeah.,2023-03-03T17:17:31.770-08:00,2023-03-03T17:17:33.640-08:00,student,student A,1,,,
,,,"Oh, okay. cool.",2023-03-03T17:17:33.870-08:00,2023-03-03T17:17:35.620-08:00,tutor,tutor,1,,,
